,Unnamed: 0,theta,theta_dot,x,x_dot,tempo,forca
81,81,-0.0012054647,0.045013852,0.003978550000000001,-0.010391715,1.6281407035175879,-9.97960259175
82,82,-0.0003051877,0.33731622,0.0037707160000000003,-0.20549636,1.6482412060301508,9.980709886949999
83,83,0.0064411364,0.04453705,-0.0003392120000000002,-0.010370067,1.6683417085427137,9.97573319655
84,84,0.0073318775,-0.2461067,-0.0005466124999999999,0.18465893,1.6884422110552764,-9.98580452925
85,85,0.0024097434,0.048879825,0.003146566,-0.010566965,1.7085427135678393,9.97871616225
86,86,0.0033873399,-0.24304183,0.002935226000000001,0.18452035,1.728643216080402,-9.98295424665
87,87,-0.0014734968,0.05070762,0.006625634,-0.010649821,1.7487437185929648,9.98156705865
88,88,-0.00045934442,-0.24243984,0.006412638,0.18449323,1.7688442211055277,-9.98015214735
89,89,-0.0053081415,0.05009816,0.010102501000000002,-0.010622159,1.7889447236180904,-9.97657430715
90,90,-0.004306178,0.34110162,0.00989006,-0.2056676,1.8090452261306533,9.9836083017
91,91,0.002515854,0.04706388,0.005776706000000001,-0.010484642,1.829145728643216,9.978637749299999
92,92,0.0034571316,-0.24482422,0.005567014,0.18460114,1.849246231155779,-9.983004578249998
93,93,-0.0014393526,0.04894717,0.009259036,-0.010570015,1.8693467336683418,-9.97943072775
94,94,-0.00046040918,0.34117562,0.009047636999999999,-0.2056713,1.8894472361809045,9.98082282615
95,95,0.006363103,0.048347544,0.004934211000000001,-0.010542799,1.9095477386934674,9.97579109835
96,96,0.007330054,-0.242321,0.0047233545000000005,0.18448733,1.92964824120603,-9.98580371085
97,97,0.0024836343,0.05266498,0.008413100000000001,-0.010738549,1.949748743718593,9.97866163635
98,98,0.0035369338,-0.2392333,0.008198330000000002,0.1843477,1.9698492462311559,-9.983062965975
99,99,-0.0012477323,0.05456317,0.011885284000000001,-0.0108245965,1.9899497487437185,9.981401613975
100,100,-0.00015646897,-0.23851317,0.011668791999999999,0.18431522,2.0100502512562812,-9.980373319949999
101,101,-0.0049267323,0.0541204,0.015355097,-0.010804493,2.030150753768844,-9.976856962049999
102,102,-0.0038443243,0.34524485,0.015139006000000002,-0.20585546,2.050251256281407,9.983274343349999
