,tempo,theta,x
117,2.351758793969849,0.003200235259035924,-0.0029365124056344445
118,2.371859296482412,0.00614087380328298,-0.004906677646044344
119,2.391959798994975,0.003204895673839787,-0.002936722539273118
120,2.412060301507538,0.000289358563256899,-0.0009676982582361542
121,2.4321608040201004,-0.00262433589056684,0.001001243948727611
122,2.4522613065326633,-0.005554763549951714,0.0029709450599158674
123,2.472361809045226,-0.0026048367860202672,0.0010003559246126107
124,2.492462311557789,0.000328475657256176,-0.0009694763233741092
125,2.512562814070352,0.0032638855015365872,-0.0029394055914868534
126,2.5326633165829144,0.006220107092015927,-0.004910279150596269
127,2.5527638190954773,0.0033002172959517395,-0.0029410553305238268
128,2.5728643216080402,0.00040137640477183015,-0.0009727899671866213
129,2.592964824120603,-0.0024949074691374743,0.000995360851068845
130,2.613065326633166,-0.0054070991564635525,0.002964233056019635
131,2.6331658291457285,-0.0024379947298676426,0.0009927722077336708
132,2.6532663316582914,0.0005155593582423391,-0.00097798011289675
133,2.6733668341708543,-0.002443377033356181,0.0009930185436262825
134,2.693467336683417,-0.005417892616533565,0.0029647236478851243
135,2.71356783919598,-0.002511180923700877,0.000996098832564941
136,2.7336683417085426,0.0003795137134617413,-0.0009717962454445912
137,2.7537688442211055,0.0032726312332103423,-0.0029398031378480446
138,2.7738693467336684,0.006186616272590535,-0.004908756856940064
139,2.7939698492462313,0.0032242763426664008,-0.0029376034849154242
140,2.814070351758794,0.0002825010322418075,-0.000967386560877167
141,2.8341708542713566,-0.002657475353677899,0.0010027502778335272
142,2.8542713567839195,-0.005614396281285223,0.0029736556258947427
143,2.8743718592964824,-0.002691343078247627,0.0010042880154169044
144,2.8944723618090453,0.00021454413705422308,-0.0009642976333448727
145,2.9145728643216082,0.0031218021894818147,-0.002932947276579254
146,2.9346733668341707,0.006048965892869083,-0.004902500024969757
147,2.9547738693467336,0.003098926804613658,-0.0029319057830736253
148,2.9748743718592965,0.00016865295322443408,-0.000962211652059254
149,2.9949748743718594,-0.0027605480070876523,0.0010074353951625885
150,3.0150753768844223,-0.005707350824777131,0.002977880829646863
151,3.035175879396985,-0.0027747723026476942,0.001008080250578067
152,3.0552763819095476,0.00014010818585807818,-0.0009609141826707897
153,3.0753768844221105,0.003055884817939533,-0.002929951033656774
154,3.0954773869346734,0.0059911467318445755,-0.004899871881899737
155,3.1155778894472363,0.0030488371310687995,-0.002929628980892115
156,3.1356783919597992,0.00012597333337013532,-0.0009602716700936779
157,3.1557788944723617,-0.0027960897504305106,0.0010090509286282425
158,3.1758793969849246,-0.005735981348607754,0.002979182217172558
159,3.1959798994974875,-0.0027966741899503843,0.001009075791350805
160,3.2160804020100504,0.0001247952619110827,-0.0009602181396597515
161,3.2361809045226133,0.00304706320370115,-0.00292955004981819
162,3.2562814070351758,0.005988760169773186,-0.004899763399841238
163,3.2763819095477387,0.003052870402435588,-0.002929812309457889
164,3.2964824120603016,0.00013645215856405388,-0.00096074797793064
165,3.3165829145728645,-0.002779098546034184,0.0010082786040039688
166,3.3366834170854274,-0.005712369408474261,0.002978108950510782
167,3.35678391959799,-0.002766290934478546,0.0010076947372435945
168,3.3768844221105527,0.0001621435915218654,-0.000961915787351238
169,3.3969849246231156,0.003091614785586664,-0.0029315751175983122
170,3.4170854271356785,0.006040799118403665,-0.00490212880169942
171,3.4371859296482414,0.003112728581006778,-0.002932533130274316
172,3.457286432160804,0.00020451129520512577,-0.000963841568856684
173,3.477386934673367,-0.002702404424287531,0.0010047925144029235
174,3.4974874371859297,-0.00562655120719576,0.0029742081308554626
175,3.5175879396984926,-0.0026708013710842896,0.0010033543097160446
176,3.5376884422110555,0.0002679134717000463,-0.0009667235009213111
177,3.557788944723618,0.003208339499132537,-0.002936880777350671
178,3.577889447236181,0.006169223042851591,-0.004907966242507829
179,3.5979899497487438,0.0032536707024095365,-0.002938939579062661
180,3.6180904522613067,0.000358870430813677,-0.0009708578806247529
181,3.6381909547738696,-0.0025336438943841352,0.0009971215949122459
182,3.658291457286432,-0.00544231306199869,0.002965833684942625
183,3.678391959798995,-0.0024699106819905552,0.0009942229292017766
184,3.698492462311558,0.00048673782286734197,-0.0009766700459866622
185,3.7185929648241207,-0.002469287951765587,0.0009941963097742906
186,3.7386934673366836,-0.005441058156673827,0.002965776623726862
187,3.758793969849246,-0.0025317488176806622,0.0009970337335196578
188,3.778894472361809,0.0003614122987144051,-0.0009709734565089563
189,3.798994974874372,0.0032568808622827233,-0.002939087214602
190,3.819095477386935,0.006173116500937069,-0.004908143232999962
191,3.8391959798994977,0.00321294108043065,-0.002937088247744039
192,3.85929648241206,0.00027325799268577684,-0.0009669664250733518
193,3.879396984924623,-0.0026646851164411527,0.0010030779922536996
194,3.899497487437186,-0.0056196187444016036,0.0029738930081840012
195,3.919597989949749,-0.002694611546974575,0.001004436579728089
196,3.9396984924623117,0.00021320881799723564,-0.0009642369388778341
197,3.9597989949748746,0.0031223915054333943,-0.0029329740655628686
198,3.979899497487437,0.006051483601031236,-0.004902614467544814
199,4.0,0.006051483601031236,-0.004902614467544814
