,tempo,theta,x
0,0.0,-0.021,0.0
1,0.020100502512562814,-0.018109071159537308,-0.001967906821745461
2,0.04020100502512563,-0.009417848355629135,-0.007872465330507656
3,0.06030150753768844,-0.0007866859799366396,-0.013774293264101895
4,0.08040201005025126,0.0019236801297046876,-0.015733992163542744
5,0.10050251256281408,0.004646315358321497,-0.017694249663530642
6,0.12060301507537688,0.0073985792943556195,-0.01965585279877445
7,0.1407035175879397,0.010198027381779794,-0.021619601866627456
8,0.16080402010050251,0.013062508277220785,-0.02358630563746912
9,0.18090452261306533,0.010094512932273415,-0.021614895273347316
10,0.20100502512562815,0.007190894744897091,-0.019646412583866093
11,0.22110552763819097,0.010248912899482016,-0.021621914897190436
12,0.24120603015075376,0.013372288054677502,-0.02360038644928305
13,0.2613065326633166,0.010665162632587771,-0.02164083375876633
14,0.2814070351758794,0.008026053694148483,-0.019684374272100166
15,0.30150753768844224,0.005438126122148737,-0.017730239654137607
16,0.32160804020100503,0.0028848811782145904,-0.015777683098223267
17,0.3417085427135678,0.006265812191665447,-0.01776786332419027
18,0.36180904522613067,0.009686698916276793,-0.01975985804509797
19,0.38190954773869346,0.0072535813591262065,-0.017812760222123164
20,0.4020100502512563,0.004866724023463968,-0.015867766747793482
21,0.4221105527638191,0.002510900248239022,-0.01392418227553735
22,0.44221105527638194,0.00017109164532256574,-0.01198132739218434
23,0.4623115577889447,-0.0021676284428027897,-0.010038520361794015
24,0.4824120603015075,-0.0045201692978649455,-0.008095086754786656
25,0.5025125628140703,-0.0009857577487770138,-0.010092243403701873
26,0.5226130653266332,0.002542364626086057,-0.012089112445380315
27,0.542713567839196,0.00017092184008776984,-0.010144818014714627
28,0.5628140703517588,-0.002199428270020825,-0.008200574901354764
29,0.5829145728643216,0.001331973864067893,-0.01019759475805268
30,0.6030150753768845,0.004871867466054731,-0.012194998842082881
31,0.6231155778894473,0.0025270516413559005,-0.010251914720637313
32,0.6432160804020101,0.00019835403606401807,-0.00830956490077197
33,0.6633165829145728,-0.0021290812398919827,-0.006367270807883057
34,0.6834170854271356,-0.004470091421860156,-0.004424361337040286
35,0.7035175879396985,-0.0009238298548994851,-0.006422056630176315
36,0.7236180904522613,0.0026165374280117874,-0.008419482242404974
37,0.7437185929648241,0.0002578125812231196,-0.006475765893807491
38,0.7638190954773869,-0.0020992654442716914,-0.004532126066343913
39,0.7839195979899498,-0.004469733550761702,-0.002587875939121715
40,0.8040201005025126,-0.006868703379935183,-0.0006423319522345243
41,0.8241206030150754,-0.0033956979281027527,-0.0026366974230212573
42,0.8442211055276382,5.564962591363449e-05,-0.004630076691758911
43,0.864321608040201,-0.0024084262598136267,-0.0026815716678849316
44,0.8844221105527639,-0.0048878584760921094,-0.0007323703041698139
45,0.9045226130653267,-0.0014826831679921751,-0.0027236525798015315
46,0.9246231155778895,0.0019130339477225395,-0.004714503190820222
47,0.9447236180904522,-0.0005948274453434679,-0.002764007916448966
48,0.964824120603015,-0.0031064794671725555,-0.0008133420167228138
49,0.9849246231155779,-0.005637944792161854,0.001138226156386838
50,1.0050251256281406,-0.008205361754416747,0.0030914268112547873
51,1.0251256281407035,-0.004909327627463432,0.0011051054991036277
52,1.0452261306532664,-0.0016446041022854833,-0.0008797908731581163
53,1.065326633165829,-0.0043061468821122915,0.001077689905529981
54,1.085427135678392,-0.006995148142210379,0.0030364171111729138
55,1.105527638190955,-0.0038129805550630937,0.0010552715597033416
56,1.1256281407035176,-0.0006551319127567934,-0.0009247668686649241
57,1.1457286432160805,-0.003417239501531648,0.001037285032901042
58,1.1658291457286432,-0.0062011368196728325,0.0030003256889657975
59,1.185929648241206,-0.0031088017355918544,0.00102326343977949
60,1.206030150753769,-3.629488320774328e-05,-0.0009528958209220324
61,1.2261306532663316,-0.0028797978064491873,0.001012855864474125
62,1.2462311557788945,-0.00574166307869366,0.0029794405124988444
63,1.2663316582914572,-0.002724365806097466,0.0010057890781679278
64,1.2864321608040201,0.0002755548777876843,-0.0009670708156155444
65,1.306532663316583,-0.0026385454808364127,0.001001889840286054
66,1.3266331658291457,-0.005569469669853797,0.0029716135242627245
67,1.3467336683417086,-0.002620133216212423,0.0010010512224313019
68,1.3668341708542713,0.00031249137513813825,-0.0009687497626851717
69,1.3869346733668342,0.0032471114257664946,-0.0029386431300862325
70,1.407035175879397,0.006202436257204403,-0.00490947593043975
71,1.4271356783919598,0.0032815370084844355,-0.002940206227264762
72,1.4472361809045227,0.0003815675306965031,-0.0009718895620310744
73,1.4673366834170853,-0.0025159712493563837,0.000996318296368395
74,1.4874371859296482,-0.005429552176483117,0.0029652536509526916
75,1.5075376884422111,-0.002461980174994584,0.000993862459312272
76,1.5276381909547738,0.0004898885333397717,-0.0009768132556675845
77,1.5477386934673367,-0.002470896949083395,0.0009942694496946993
78,1.5678391959798996,-0.005447437127852974,0.00296606658305047
79,1.5879396984924623,-0.002542938439765983,0.0009975423594720074
80,1.6080402010050252,0.0003453406729383757,-0.0009702429242725868
81,1.6281407035175879,0.0032358247351699006,-0.0029381301135349273
82,1.6482412060301508,0.006146941598698202,-0.004906953463279913
83,1.6683417085427137,0.0031814804765390877,-0.0029356582194478356
84,1.6884422110552764,0.00023631105230889545,-0.0009652870160412937
85,1.7085427135678393,0.00320842694662109,-0.00293688473992369
86,1.728643216080402,0.006201000916449276,-0.004909410678554252
87,1.7487437185929648,0.0033173416534677718,-0.0029418336991382295
88,1.7688442211055277,0.0004548404974840233,-0.0009752201376372522
89,1.7889447236180904,-0.0024047626872000277,0.0009912633784468772
90,1.8090452261306533,-0.005279698816610461,0.0029584421534699502
91,1.829145728643216,-0.0022725263639359304,0.0009852509386149694
92,1.849246231155779,0.0007201509710933612,-0.0009872797091622868
93,1.8693467336683418,-0.0021983574514122576,0.000981881314411466
94,1.8894472361809045,-0.005130882528231997,0.0029516777643934923
95,1.9095477386934674,-0.0021803500030670876,0.0009810610954584598
96,1.92964824120603,0.0007562752441983356,-0.0009889217342889326
97,1.949748743718593,-0.0022180548973328093,0.0009827766391205485
98,1.9698492462311559,-0.005206527302961298,0.0029551161447230077
99,1.9899497487437185,-0.002312424510529424,0.0009870644610435657
100,2.0100502512562812,0.0005669287395006406,-0.0009803151008055525
101,2.030150753768844,0.0034499000550643004,-0.002947860802198189
102,2.050251256281407,0.006354869372566843,-0.004916404717020765
103,2.07035175879397,0.0033845867031656782,-0.0029448903109285185
104,2.090452261306533,0.0004358909858068902,-0.0009743588223404754
105,2.1105527638190953,-0.002510027605321039,0.000996048116116977
106,2.130653266331658,-0.0054719504348271055,0.002967180824062393
107,2.150753768844221,-0.002552990725832608,0.0009979992816941477
108,2.170854271356784,0.00034968529893172965,-0.000970440404595913
109,2.190954773869347,0.00325459398264457,-0.0029389832580626715
110,2.21105527638191,0.006180255159891638,-0.004908467710397901
111,2.2311557788944723,0.0032295508035942947,-0.0029378432290552707
112,2.251256281407035,0.0002994446993312724,-0.0009681567219501925
113,2.271356783919598,-0.00262875442606321,0.0010014447872922455
114,2.291457286432161,-0.005573714935190225,0.0029718064815672757
115,2.311557788944724,-0.0026384418798513563,0.0010018834242844653
116,2.3316582914572863,0.0002800025507285298,-0.0009672730063956563
